time,debruces,providenciacol,fede2001,reygordiflon,thecolombians,elmismosebas,unloquer,estebangiraldo,tarmacreggae,_donkristobal_,selovendoco,pulpomancito,saleconelsol,aerolineaada
1377649381310,8403
1377659490365,8405
1377669490365,8420
1377679490365,8402
1377689490365,8400
1377713018164,8406
1377713150120,8406
1377713159865,8406
1377714304192,8410
1377714364543,8407
1377714424354,8407
1377714484535,8407
1377714544883,8407
1377714605219,8407
1377714665735,8407
1377759654117,8413
1377759705060,8413
1377759724475,8413
1377759787457,8413
1377759851051,8413
1377759906911,8413
1377759974124,8413
1377760025332,8413
1377760088693,8413
1377760147901,8413
1377760209960,8413
1377760271490,8413
1377760326905,8413
1377760391318,8413
1377760446699,8413
1377760506375,8413
1377775149315,8414
1377775207235,8414
1377775266662,8414
1377775447874,8414
1377775507651,8414
1377775572006,8414
1377775625742,8414
1377775685534,8414
1377775746975,8414
1377775807796,8414
1377775872624,8414
1377775928018,8414
1377775984238,8414
1377776044976,8414
1377776107287,8414
1377776171663,8414
1377776346951,8414
1377776408291,8414
1377776466434,8414
1377776526141,8414
1377776588156,8414
1377776704048,8414
1377776764540,8414
1377776824950,8414
1377776884777,8414
1377776946560,8414
1377777004539,8414
1377777071060,8414
1377777126435,8414
1377777184035,8414
1377777245295,8414
1377777311476,8414
1377777364291,8414
1377777425093,8414
1377796754077,8420
1377796806899,8420
1377796865586,8420
1377796927005,8420
1377796989887,8420
1377797047042,8420
1377797106652,8420
1377797168567,8420
1377797230769,8420
1377797288217,8420
1377797357542,8420
1377797408822,8420
1377797470593,8420
1377797528080,8420
1377797646926,8420
1377797707180,8420
1377797768073,8420
1377797827833,8420
1377797889827,8420
1377797950523,8420
1377798006574,8420
1377798071081,8420
1377798127426,8420
1377798193909,8420
1377798488258,8420
1377798546834,8420
1377798607690,8420
1377798666039,8420
1377798726069,8420
1377798785635,8420
1377798846188,8420
1377798906825,8420
1377798967296,8420
1377799024667,8420
1377799090076,8420
1377799145642,8420
1377799206238,8420
1377799264594,8420
1377799325481,8420
1377799389709,8420
1377799445147,8421
1377799505486,8421
1377799569130,8421
1377799624911,8421
1377799685218,8421
1377799804435,8421
1377799866133,8421
1377799924369,8421
1377799986579,8421
1377800046606,8421
1377800104632,8421
1377800239227,8421
1377800245409,8421
1377800285954,8421
1377800345355,8421
1377800406071,8421
1377800464192,8421
1377800524850,8421
1377800585557,8421
1377800645893,8421
1377812152640,8424
1377812168065,8424
1377812226687,8424
1377812286484,8424
1377812347905,8424
1377812407229,8424
1377812468112,8424
1377812527259,8424
1377812586044,8424
1377812646901,8424
1377812705883,8424
1377812768636,8424
1377812825951,8424
1377812891981,8425
1377812947734,8425
1377813007571,8425
1377813065459,8425
1377813125169,8425
1377813185406,8425
1377813245980,8425
1377813306576,8425
1377813369195,8425
1377813426090,8425
1377813485354,8425
1377813547480,8425
1377813610754,8425
1377821831341,8428
1377821886416,8428
1377821945412,8428
1377825280403,8428
1377825305595,8428
1377825369605,8428
1377825424855,8428
1377825490640,8428
1377825545095,8428
1377825605179,8428
1377825666610,8428
1378039164776,8454
1378039205130,8454
1378039264999,8454
1378039326526,8454
1378039384630,8454
1378039445707,8454
1378039504314,8454
1378039564460,8454
1378039624683,8454
1378039685112,8454
1378039744981,8454
1378039805541,8454
1378039866542,8454
1378039925507,8454
1378039984626,8454
1378040045159,8454
1378040105435,8454
1378040406323,8454
1378044006566,8454
1378054807314,8457
1378058402916,8459
1378072808401,8462
1378076406664,8463
1378080004416,8466
1378083604401,8463
1378087204465,8464
1378090805053,8463
1378094405117,8464
1378159205778,8472
1378209607422,8481
1378213204037,8479
1378216804736,8479
1378220408581,8481
1378224010670,8479
1378227622524,8477
1378238406452,8477
1378242004040,8478
1378260013973,8487
1378263609138,8485
1378267221140,8488
1378270813063,8490
1378274406963,8489
1378299609745,8489
1378303203456,8489
1378314007275,8492
1378382410980,8506
1378400407524,8509
1378404003512,8510
1378407605598,8511
1378411211299,8514
1378414804206,8516
1378418403562,8513
1378422004172,8511
1378425603452,8511
1378573209041,8532
1378576806021,8532
1378594826925,8537
1378598404544,8537
1378602005379,8537
1378605604895,8538
1378609203478,8539
1378645206555,8539
1378648805011,8540
1378652404480,8540
1378659604930,8544
1378670405834,8550
1378674004998,8550
1378677603246,8550
1378681209529,8553
1378684805013,8552
1378688407662,8552
1378692004964,8552
1378695611143,8553
1378743501340,8556,11818,756,6025,2564,4783,259,355
1378744195843,8556,11818,756,6025,2564,4783,259,355,1596,619
1378756839765,8558,11817,756,6023,2565,4784,259,354,1595,619
1378759554147,8559,11816,756,6024,2565,4785,259,354,1595,619
1378760442069,8557,11815,756,6024,2565,4785,259,354,1595,619
1378764033196,8558,11815,756,6025,2565,4784,259,354,1595,619
1378767628768,8559,11813,756,6024,2565,4785,259,354,1595,619
1378771229406,8559,11814,756,6025,2564,4785,259,354,1595,619
1378774831818,8561,11814,756,6026,2564,4786,259,354,1595,619
1378778433438,8560,11814,756,6028,2564,4786,259,354,1594,619
1378782027344,8559,11816,756,6028,2564,4787,259,354,1594,619
1378785628350,8560,11817,756,6028,2564,4788,259,354,1594,619
1378789229915,8560,11818,756,6028,2564,4788,259,354,1594,620
1378814433877,8562,11819,756,6030,2565,4787,259,354,1594,620
1378818029926,8562,11821,756,6030,2565,4788,259,354,1594,620
1378908776881,8585,11834,756,6040,2569,4795,259,354,1597,621,61,84
1378909623592,8585,11835,756,6040,2569,4795,259,354,1597,621,61,84,67,2537
1378911637351,8586,11833,756,6040,2569,4795,259,354,1597,621,61,84,67,2537
1378915232441,8587,11833,756,6040,2569,4794,259,354,1597,621,61,84,67,2538
1378918866897,8587,11833,756,6040,2569,4794,259,354,1597,622,61,84,67,2539
1378922436937,8586,11834,756,6041,2569,4795,259,354,1597,622,61,85,67,2540
1378926030147,8589,11835,756,6043,2569,4796,260,354,1597,622,61,85,67,2540
1378929653744,8592,11836,756,6043,2569,4795,260,354,1597,622,61,85,67,2540
1378940537953,8595,11839,756,6045,2570,4795,260,354,1597,623,61,85,67,2544
1378957685198,8598,11838,756,6048,2570,4793,260,354,1599,623,61,85,67,2544
1378958453297,8598,11839,756,6049,2570,4793,260,354,1599,623,61,85,67,2544
1378987242852,8596,11839,756,6050,2572,4796,260,354,1597,623,62,84,67,2544
1378990840441,8597,11841,756,6050,2574,4797,260,354,1597,623,62,84,67,2544
1378992838633,8596,11841,757,6050,2574,4797,260,354,1597,623,62,84,67,2546
1378995185635,8598,11841,757,6050,2574,4797,261,354,1597,623,62,84,67,2546
1378998074562,8600,11840,756,6051,2574,4797,261,354,1597,623,62,84,67,2549
1379001673006,8599,11840,756,6051,2574,4797,261,354,1597,623,62,84,67,2550
1379005270737,8599,11840,756,6051,2575,4797,261,354,1597,623,62,84,67,2550
1379008876278,8598,11842,756,6051,2575,4797,261,354,1597,623,62,84,67,2551
1379012475683,8598,11843,756,6051,2575,4797,261,354,1597,623,62,84,67,2551
1379016072637,8600,11844,756,6051,2575,4797,261,354,1597,623,62,84,67,2551
1379019668992,8599,11845,756,6052,2575,4797,261,354,1597,623,62,84,67,2551
1379034080397,8600,11846,756,6051,2578,4797,261,354,1597,623,63,84,67,2558
1379037679911,8601,11846,756,6052,2578,4798,261,354,1597,623,63,84,68,2559
1379041292046,8602,11846,756,6052,2579,4797,261,354,1597,623,63,84,68,2562
1379044867790,8603,11846,757,6052,2579,4795,261,354,1597,623,63,84,70,2565
1379048476478,8604,11846,757,6052,2579,4794,261,354,1597,623,63,84,70,2564
1379052064051,8604,11845,757,6051,2579,4794,261,354,1598,623,63,85,71,2564
1379055667108,8604,11845,757,6051,2579,4794,261,354,1598,623,63,85,71,2564
1379059280887,8604,11845,757,6051,2579,4794,261,354,1598,623,63,85,71,2564
1379062875021,8604,11845,757,6051,2580,4794,261,354,1598,623,63,85,71,2564
1379066469428,8604,11845,757,6051,2580,4794,261,354,1598,623,63,85,71,2564
1379070076428,8604,11845,757,6051,2580,4794,261,354,1598,623,63,85,71,2564
1379073669022,8604,11845,757,6051,2580,4793,261,354,1598,623,63,85,71,2564
1379077276564,8604,11845,757,6051,2580,4793,261,355,1598,623,63,85,72,2566
1379080872555,8605,11846,757,6051,2580,4793,261,356,1598,623,63,85,72,2567
1379084478345,8606,11846,757,6051,2580,4794,261,356,1598,623,63,85,72,2568
1379088074570,8606,11847,757,6051,2580,4794,262,356,1598,623,63,85,72,2567
1379091674735,8606,11847,757,6051,2580,4794,262,356,1598,623,63,85,72,2569
